account_id,account_holder_name,account_type,home_country,currency,kyc_tier,account_created_date,personal_spend_baseline_usd
FLR-ACC-100796,Tunde Balogun,Individual,GB,GBP,Tier3_Enhanced,2024-07-01,64.83
FLR-ACC-100797,John Johnson,Individual,NG,NGN,Tier2_Verified,2024-12-06,55.56
FLR-ACC-100798,Apex Textiles Co.,Business,FR,EUR,Tier3_Enhanced,2024-09-10,315.79
FLR-ACC-100799,Metro Consulting Co.,Business,GB,GBP,Tier3_Enhanced,2025-01-28,483.25
FLR-ACC-100800,Prime Technologies Inc,Business,GB,GBP,Tier3_Enhanced,2024-06-23,2305.01
FLR-ACC-100801,Tobi Smith,Individual,GB,GBP,Tier2_Verified,2025-10-27,21.3
FLR-ACC-100802,North Technologies Co.,Business,NG,NGN,Tier2_Verified,2025-08-08,698.79
FLR-ACC-100803,Femi Balogun,Individual,US,USD,Tier2_Verified,2024-04-28,84.81
FLR-ACC-100804,North Trading Inc,Business,US,USD,Tier1_Basic,2022-08-03,156.39
FLR-ACC-100805,Bluewave Builders Ltd,Business,NG,NGN,Tier3_Enhanced,2024-10-10,921.11
FLR-ACC-100806,Urban Foods Ltd,Business,GB,GBP,Tier3_Enhanced,2026-01-02,833.98
FLR-ACC-100807,Laura Hassan,Individual,NG,NGN,Tier3_Enhanced,2024-12-08,19.04
FLR-ACC-100808,Kemi Taylor,Individual,FR,EUR,Tier3_Enhanced,2025-02-14,115.58
FLR-ACC-100809,Bluewave Media LLC,Business,US,USD,Tier2_Verified,2024-05-31,354.38
FLR-ACC-100810,Global Logistics LLC,Business,NG,NGN,Tier1_Basic,2025-09-26,294.88
FLR-ACC-100811,Funke Yusuf,Individual,GB,GBP,Tier3_Enhanced,2024-09-14,29.78
FLR-ACC-100812,Bluewave Logistics Ltd,Business,NG,NGN,Tier3_Enhanced,2025-12-19,475.2
FLR-ACC-100813,Blessing Okafor,Individual,FR,EUR,Tier2_Verified,2024-06-24,127.73
FLR-ACC-100814,Daniel Adekunle,Individual,NG,NGN,Tier2_Verified,2025-06-10,35.02
FLR-ACC-100815,Bluewave Technologies LLC,Business,US,USD,Tier2_Verified,2025-06-30,1481.04
FLR-ACC-100816,Ngozi Johnson,Individual,NG,NGN,Tier2_Verified,2023-11-10,249.57
FLR-ACC-100817,Amaka Brown,Individual,US,USD,Tier3_Enhanced,2024-06-20,127.37
FLR-ACC-100818,Blessing Okafor,Individual,NG,NGN,Tier3_Enhanced,2024-03-30,31.18
FLR-ACC-100819,Michael Hassan,Individual,US,USD,Tier3_Enhanced,2024-07-11,77.71
FLR-ACC-100820,Chioma Okafor,Individual,NG,NGN,Tier2_Verified,2025-09-18,39.65
FLR-ACC-100821,David Bello,Individual,NG,NGN,Tier2_Verified,2026-06-30,19.86
FLR-ACC-100822,Bluewave Builders Inc,Business,US,USD,Tier2_Verified,2025-01-25,558.3
FLR-ACC-100823,Laura Nwosu,Individual,NG,NGN,Tier2_Verified,2025-08-16,13.01
FLR-ACC-100824,Silverline Media Ltd,Business,NG,NGN,Tier1_Basic,2026-07-01,465.78
FLR-ACC-100825,Sunrise Technologies Inc,Business,NG,NGN,Tier2_Verified,2025-12-05,167.63
FLR-ACC-100826,Chuka Ibrahim,Individual,NG,NGN,Tier1_Basic,2022-12-31,17.77
FLR-ACC-100827,Ngozi Balogun,Individual,FR,EUR,Tier1_Basic,2024-11-02,41.56
FLR-ACC-100828,Femi Johnson,Individual,GB,GBP,Tier2_Verified,2025-09-11,34.13
FLR-ACC-100829,Ifeoma Fashola,Individual,DE,EUR,Tier2_Verified,2026-05-12,130.95
FLR-ACC-100830,North Foods Inc,Business,US,USD,Tier2_Verified,2024-02-03,1248.0
FLR-ACC-100831,Michael Eze,Individual,NG,NGN,Tier1_Basic,2026-07-18,247.48
FLR-ACC-100832,Olu Smith,Individual,NG,NGN,Tier2_Verified,2025-10-11,63.66
FLR-ACC-100833,Emeka Eze,Individual,DE,EUR,Tier2_Verified,2025-01-10,42.77
FLR-ACC-100834,Tunde Adeyemi,Individual,NG,NGN,Tier3_Enhanced,2025-01-31,55.67
FLR-ACC-100835,Aisha Green,Individual,NG,NGN,Tier2_Verified,2025-05-25,119.42
FLR-ACC-100836,North Ventures LLC,Business,DE,EUR,Tier2_Verified,2025-11-15,433.35
FLR-ACC-100837,Bluewave Builders LLC,Business,US,USD,Tier2_Verified,2024-11-19,1344.41
FLR-ACC-100838,John Johnson,Individual,NG,NGN,Tier2_Verified,2024-02-04,44.43
FLR-ACC-100839,Olu Obi,Individual,DE,EUR,Tier2_Verified,2025-09-14,38.04
FLR-ACC-100840,Mary Okoro,Individual,DE,EUR,Tier3_Enhanced,2024-03-14,139.77
FLR-ACC-100841,Musa Adekunle,Individual,NG,NGN,Tier2_Verified,2024-01-21,93.85
FLR-ACC-100842,Grace Brown,Individual,US,USD,Tier1_Basic,2024-05-29,85.25
FLR-ACC-100843,Sarah Nwosu,Individual,NG,NGN,Tier3_Enhanced,2024-08-28,53.11
FLR-ACC-100844,Chidi Nwosu,Individual,NG,NGN,Tier2_Verified,2026-02-23,45.75
FLR-ACC-100845,Ben Bello,Individual,NG,NGN,Tier3_Enhanced,2025-09-11,64.41
FLR-ACC-100846,Funke Adekunle,Individual,US,USD,Tier2_Verified,2025-05-21,27.61
FLR-ACC-100847,Sarah Smith,Individual,FR,EUR,Tier3_Enhanced,2024-01-20,45.35
FLR-ACC-100848,Sunrise Retail LLC,Business,DE,EUR,Tier2_Verified,2026-01-18,196.37
FLR-ACC-100849,Funke Chukwu,Individual,NG,NGN,Tier2_Verified,2026-01-12,69.24
FLR-ACC-100850,Metro Media Ltd,Business,US,USD,Tier2_Verified,2025-07-14,186.44
FLR-ACC-100851,Funke Ibrahim,Individual,NG,NGN,Tier2_Verified,2025-10-11,17.16
FLR-ACC-100852,Mary Bello,Individual,GB,GBP,Tier3_Enhanced,2023-12-20,38.78
FLR-ACC-100853,John Smith,Individual,NG,NGN,Tier3_Enhanced,2024-07-17,28.14
FLR-ACC-100854,Apex Trading LLC,Business,NG,NGN,Tier1_Basic,2025-08-29,264.29
FLR-ACC-100855,Tunde Nwosu,Individual,NG,NGN,Tier1_Basic,2025-10-10,20.81
FLR-ACC-100856,Kunle Yusuf,Individual,US,USD,Tier3_Enhanced,2023-10-16,348.83
FLR-ACC-100857,North Builders Ltd,Business,US,USD,Tier2_Verified,2024-12-04,415.55
FLR-ACC-100858,Metro Retail Co.,Business,NG,NGN,Tier3_Enhanced,2024-12-18,1938.4
FLR-ACC-100859,Funke Okoro,Individual,NG,NGN,Tier2_Verified,2023-05-26,75.79
FLR-ACC-100860,Tunde Green,Individual,NG,NGN,Tier2_Verified,2025-12-11,51.52
FLR-ACC-100861,David Fashola,Individual,NG,NGN,Tier1_Basic,2026-02-07,23.96
FLR-ACC-100862,Apex Trading Ltd,Business,GB,GBP,Tier2_Verified,2024-07-12,991.52
FLR-ACC-100863,Chuka Adeyemi,Individual,NG,NGN,Tier2_Verified,2024-06-19,74.69
FLR-ACC-100864,Yetunde Chukwu,Individual,FR,EUR,Tier2_Verified,2025-02-22,62.28
FLR-ACC-100865,Yetunde Chukwu,Individual,NG,NGN,Tier2_Verified,2024-08-14,56.34
FLR-ACC-100866,Daniel Williams,Individual,NG,NGN,Tier2_Verified,2025-11-25,27.25
FLR-ACC-100867,Blessing Ibrahim,Individual,NG,NGN,Tier2_Verified,2026-07-04,25.46
FLR-ACC-100868,James Fashola,Individual,NG,NGN,Tier3_Enhanced,2023-07-11,59.73
FLR-ACC-100869,Tobi Green,Individual,NG,NGN,Tier2_Verified,2024-07-31,79.32
FLR-ACC-100870,Musa Williams,Individual,US,USD,Tier1_Basic,2026-02-13,183.99
FLR-ACC-100871,Chidi Bello,Individual,NG,NGN,Tier2_Verified,2024-10-19,13.63
FLR-ACC-100872,David Adeyemi,Individual,FR,EUR,Tier3_Enhanced,2024-01-17,76.07
FLR-ACC-100873,Silverline Logistics Ltd,Business,US,USD,Tier2_Verified,2023-11-04,420.32
FLR-ACC-100874,Michael Eze,Individual,NG,NGN,Tier3_Enhanced,2023-06-11,30.87
FLR-ACC-100875,David Eze,Individual,US,USD,Tier3_Enhanced,2024-06-24,45.17
FLR-ACC-100876,Global Ventures Inc,Business,NG,NGN,Tier1_Basic,2025-07-15,789.72
FLR-ACC-100877,John Yusuf,Individual,NG,NGN,Tier1_Basic,2023-02-17,41.32
FLR-ACC-100878,Peter Williams,Individual,NG,NGN,Tier2_Verified,2026-06-02,48.71
FLR-ACC-100879,Metro Retail Inc,Business,NG,NGN,Tier2_Verified,2024-07-15,338.55
FLR-ACC-100880,Greenfield Technologies Inc,Business,NG,NGN,Tier2_Verified,2024-04-09,400.61
FLR-ACC-100881,Chioma Chukwu,Individual,GB,GBP,Tier1_Basic,2025-07-17,367.39
FLR-ACC-100882,Kemi Yusuf,Individual,NG,NGN,Tier2_Verified,2025-01-01,283.99
FLR-ACC-100883,John Hassan,Individual,GB,GBP,Tier2_Verified,2025-10-31,125.76
FLR-ACC-100884,Amaka Okoro,Individual,NG,NGN,Tier2_Verified,2025-10-07,16.24
FLR-ACC-100885,Chioma Taylor,Individual,NG,NGN,Tier1_Basic,2025-06-06,210.78
FLR-ACC-100886,Chidi Obi,Individual,US,USD,Tier3_Enhanced,2023-10-31,44.48
FLR-ACC-100887,Kemi Fashola,Individual,NG,NGN,Tier2_Verified,2025-05-22,69.37
FLR-ACC-100888,Funke Chukwu,Individual,NG,NGN,Tier3_Enhanced,2024-11-18,38.51
FLR-ACC-100889,Musa Adeyemi,Individual,NG,NGN,Tier1_Basic,2026-07-10,78.43
FLR-ACC-100890,Emeka Nwosu,Individual,NG,NGN,Tier3_Enhanced,2025-08-22,25.74
FLR-ACC-100891,Prime Trading LLC,Business,US,USD,Tier1_Basic,2025-06-01,1169.85
FLR-ACC-100892,Ngozi Williams,Individual,DE,EUR,Tier2_Verified,2026-04-04,82.82
FLR-ACC-100893,Emeka Yusuf,Individual,US,USD,Tier1_Basic,2026-01-22,38.3
FLR-ACC-100894,Ngozi Yusuf,Individual,GB,GBP,Tier3_Enhanced,2023-07-21,50.39
FLR-ACC-100895,Metro Logistics Co.,Business,NG,NGN,Tier3_Enhanced,2025-11-27,205.67
FLR-ACC-100896,Silverline Foods Co.,Business,US,USD,Tier2_Verified,2024-04-08,451.97
FLR-ACC-100897,Ben Balogun,Individual,NG,NGN,Tier2_Verified,2025-05-22,48.77
FLR-ACC-100898,Grace Johnson,Individual,GB,GBP,Tier2_Verified,2023-06-25,38.34
FLR-ACC-100899,Laura Yusuf,Individual,NG,NGN,Tier2_Verified,2024-02-25,29.37
FLR-ACC-100900,Kemi Yusuf,Individual,GB,GBP,Tier2_Verified,2026-06-04,52.6
FLR-ACC-100901,Kemi Okoro,Individual,NG,NGN,Tier1_Basic,2025-11-23,43.22
FLR-ACC-100902,Sunrise Consulting Inc,Business,NG,NGN,Tier3_Enhanced,2023-07-10,418.2
FLR-ACC-100903,Greenfield Retail Inc,Business,NG,NGN,Tier2_Verified,2025-02-17,246.23
FLR-ACC-100904,Aisha Williams,Individual,US,USD,Tier2_Verified,2026-03-02,156.14
FLR-ACC-100905,Grace Balogun,Individual,US,USD,Tier3_Enhanced,2023-05-09,38.66
FLR-ACC-100906,Ifeoma Adeyemi,Individual,NG,NGN,Tier2_Verified,2025-09-13,132.94
FLR-ACC-100907,Prime Technologies LLC,Business,NG,NGN,Tier2_Verified,2024-10-24,491.42
FLR-ACC-100908,Laura Fashola,Individual,FR,EUR,Tier3_Enhanced,2023-11-11,97.3
FLR-ACC-100909,Grace Eze,Individual,US,USD,Tier2_Verified,2024-02-07,12.74
FLR-ACC-100910,Metro Technologies LLC,Business,FR,EUR,Tier3_Enhanced,2025-03-17,2250.25
FLR-ACC-100911,Greenfield Consulting Inc,Business,NG,NGN,Tier1_Basic,2024-10-29,97.52
FLR-ACC-100912,Sunrise Ventures Co.,Business,US,USD,Tier3_Enhanced,2023-09-17,304.35
FLR-ACC-100913,Ifeoma Okafor,Individual,NG,NGN,Tier1_Basic,2025-12-08,33.1
FLR-ACC-100914,Blessing Adeyemi,Individual,GB,GBP,Tier2_Verified,2024-08-06,112.51
FLR-ACC-100915,Mary Adekunle,Individual,NG,NGN,Tier1_Basic,2025-11-14,98.06
FLR-ACC-100916,North Retail Ltd,Business,NG,NGN,Tier3_Enhanced,2025-04-02,188.51
FLR-ACC-100917,Urban Logistics LLC,Business,NG,NGN,Tier2_Verified,2024-03-23,792.75
FLR-ACC-100918,Yetunde Hassan,Individual,NG,NGN,Tier3_Enhanced,2025-03-18,102.75
FLR-ACC-100919,Silverline Technologies Co.,Business,GB,GBP,Tier2_Verified,2024-11-11,274.75
FLR-ACC-100920,Chioma Obi,Individual,GB,GBP,Tier1_Basic,2026-03-09,44.91
FLR-ACC-100921,Ben Adekunle,Individual,NG,NGN,Tier3_Enhanced,2025-12-17,47.98
FLR-ACC-100922,Musa Williams,Individual,GB,GBP,Tier1_Basic,2024-11-21,53.56
FLR-ACC-100923,Ruth Taylor,Individual,NG,NGN,Tier2_Verified,2024-06-02,83.42
FLR-ACC-100924,Ngozi Hassan,Individual,NG,NGN,Tier3_Enhanced,2024-02-22,90.71
FLR-ACC-100925,Kunle Chukwu,Individual,GB,GBP,Tier3_Enhanced,2025-03-19,36.17
FLR-ACC-100926,Greenfield Media Co.,Business,DE,EUR,Tier1_Basic,2025-04-20,468.09
FLR-ACC-100927,Femi Ibrahim,Individual,NG,NGN,Tier3_Enhanced,2026-02-12,66.74
FLR-ACC-100928,Apex Builders LLC,Business,DE,EUR,Tier2_Verified,2024-12-20,454.56
FLR-ACC-100929,North Media LLC,Business,NG,NGN,Tier2_Verified,2024-03-13,119.93
FLR-ACC-100930,Musa Eze,Individual,US,USD,Tier2_Verified,2024-07-14,23.85
FLR-ACC-100931,Chuka Okoro,Individual,NG,NGN,Tier2_Verified,2025-02-15,32.55
FLR-ACC-100932,Metro Logistics Inc,Business,NG,NGN,Tier3_Enhanced,2026-01-16,306.18
FLR-ACC-100933,Ben Okoro,Individual,NG,NGN,Tier2_Verified,2025-04-16,88.43
FLR-ACC-100934,Ruth Nwosu,Individual,US,USD,Tier3_Enhanced,2024-09-08,28.31
FLR-ACC-100935,Tunde Okafor,Individual,US,USD,Tier3_Enhanced,2025-05-21,286.59
FLR-ACC-100936,Global Foods LLC,Business,NG,NGN,Tier3_Enhanced,2024-06-22,158.77
FLR-ACC-100937,Musa Obi,Individual,NG,NGN,Tier3_Enhanced,2024-08-02,54.69
FLR-ACC-100938,Chioma Fashola,Individual,NG,NGN,Tier3_Enhanced,2024-09-02,53.21
FLR-ACC-100939,Kemi Smith,Individual,NG,NGN,Tier3_Enhanced,2023-01-10,24.51
FLR-ACC-100940,James Okafor,Individual,US,USD,Tier2_Verified,2025-12-07,104.18
FLR-ACC-100941,Kunle Taylor,Individual,NG,NGN,Tier1_Basic,2025-01-17,68.63
FLR-ACC-100942,Prime Technologies LLC,Business,NG,NGN,Tier1_Basic,2025-05-28,278.92
FLR-ACC-100943,Urban Textiles Ltd,Business,US,USD,Tier2_Verified,2025-01-16,329.13
FLR-ACC-100944,John Bello,Individual,NG,NGN,Tier2_Verified,2023-07-22,23.66
FLR-ACC-100945,Musa Obi,Individual,NG,NGN,Tier3_Enhanced,2025-03-10,110.52
FLR-ACC-100946,Daniel Green,Individual,NG,NGN,Tier2_Verified,2025-07-11,57.73
FLR-ACC-100947,Metro Consulting Ltd,Business,DE,EUR,Tier2_Verified,2025-10-17,230.09
FLR-ACC-100948,Sarah Brown,Individual,GB,GBP,Tier2_Verified,2025-06-14,99.16
FLR-ACC-100949,Bluewave Logistics Ltd,Business,NG,NGN,Tier3_Enhanced,2023-12-24,85.58
FLR-ACC-100950,Sarah Eze,Individual,US,USD,Tier3_Enhanced,2026-01-21,72.23
FLR-ACC-100951,James Johnson,Individual,FR,EUR,Tier2_Verified,2025-06-20,80.13
FLR-ACC-100952,Metro Ventures Co.,Business,NG,NGN,Tier1_Basic,2025-05-31,435.64
FLR-ACC-100953,Sarah Hassan,Individual,NG,NGN,Tier2_Verified,2024-12-16,73.2
FLR-ACC-100954,Urban Technologies LLC,Business,DE,EUR,Tier2_Verified,2024-04-26,1026.42
FLR-ACC-100955,Kemi Yusuf,Individual,US,USD,Tier1_Basic,2023-03-17,112.04
FLR-ACC-100956,Blessing Taylor,Individual,US,USD,Tier2_Verified,2025-11-01,33.22
FLR-ACC-100957,Global Consulting Co.,Business,NG,NGN,Tier2_Verified,2023-11-03,973.05
FLR-ACC-100958,Yetunde Hassan,Individual,US,USD,Tier1_Basic,2025-03-02,39.77
FLR-ACC-100959,Emeka Obi,Individual,US,USD,Tier2_Verified,2023-04-20,37.74
FLR-ACC-100960,Funke Nwosu,Individual,NG,NGN,Tier1_Basic,2023-01-29,73.85
FLR-ACC-100961,Bluewave Foods Inc,Business,FR,EUR,Tier2_Verified,2023-07-07,286.02
FLR-ACC-100962,Chioma Adekunle,Individual,GB,GBP,Tier2_Verified,2025-12-10,90.42
FLR-ACC-100963,Yetunde Taylor,Individual,NG,NGN,Tier1_Basic,2025-09-06,84.26
FLR-ACC-100964,Sarah Hassan,Individual,NG,NGN,Tier3_Enhanced,2024-01-06,89.47
FLR-ACC-100965,Chuka Johnson,Individual,US,USD,Tier2_Verified,2026-04-09,29.08
FLR-ACC-100966,Chidi Okafor,Individual,FR,EUR,Tier3_Enhanced,2023-11-24,65.31
FLR-ACC-100967,Emeka Johnson,Individual,FR,EUR,Tier1_Basic,2024-12-22,101.6
FLR-ACC-100968,Blessing Balogun,Individual,NG,NGN,Tier2_Verified,2025-12-04,112.56
FLR-ACC-100969,Blessing Fashola,Individual,NG,NGN,Tier2_Verified,2025-01-27,209.09
FLR-ACC-100970,Tunde Adeyemi,Individual,NG,NGN,Tier3_Enhanced,2024-02-05,121.01
FLR-ACC-100971,North Consulting Inc,Business,NG,NGN,Tier3_Enhanced,2024-10-27,148.25
FLR-ACC-100972,Sunrise Logistics Inc,Business,NG,NGN,Tier2_Verified,2026-02-19,411.12
FLR-ACC-100973,Sarah Okafor,Individual,NG,NGN,Tier2_Verified,2023-01-20,61.02
FLR-ACC-100974,Grace Johnson,Individual,GB,GBP,Tier2_Verified,2022-12-11,22.07
FLR-ACC-100975,Metro Technologies Co.,Business,US,USD,Tier3_Enhanced,2025-11-01,287.05
FLR-ACC-100976,Mary Balogun,Individual,NG,NGN,Tier3_Enhanced,2025-07-07,22.99
FLR-ACC-100977,Apex Foods Ltd,Business,NG,NGN,Tier2_Verified,2024-12-22,305.55
FLR-ACC-100978,Daniel Okoro,Individual,GB,GBP,Tier3_Enhanced,2025-11-21,157.53
FLR-ACC-100979,Bluewave Trading Inc,Business,FR,EUR,Tier3_Enhanced,2026-01-06,458.67
FLR-ACC-100980,Chidi Balogun,Individual,NG,NGN,Tier3_Enhanced,2023-01-26,26.34
FLR-ACC-100981,Tunde Adeyemi,Individual,DE,EUR,Tier2_Verified,2024-12-14,18.54
FLR-ACC-100982,Greenfield Media Inc,Business,US,USD,Tier2_Verified,2025-12-15,269.99
FLR-ACC-100983,Tunde Chukwu,Individual,NG,NGN,Tier2_Verified,2025-09-27,259.87
FLR-ACC-100984,North Media Co.,Business,US,USD,Tier3_Enhanced,2023-11-26,294.28
FLR-ACC-100985,Daniel Green,Individual,NG,NGN,Tier2_Verified,2024-01-15,43.43
FLR-ACC-100986,James Okafor,Individual,US,USD,Tier2_Verified,2026-02-11,399.65
FLR-ACC-100987,Aisha Okoro,Individual,NG,NGN,Tier2_Verified,2025-09-25,77.2
FLR-ACC-100988,John Williams,Individual,NG,NGN,Tier1_Basic,2026-07-28,39.07
FLR-ACC-100989,Kemi Bello,Individual,US,USD,Tier1_Basic,2025-07-04,51.45
FLR-ACC-100990,Peter Fashola,Individual,DE,EUR,Tier3_Enhanced,2023-02-10,24.67
FLR-ACC-100991,David Bello,Individual,GB,GBP,Tier2_Verified,2026-05-23,107.9
FLR-ACC-100992,Silverline Technologies Ltd,Business,NG,NGN,Tier2_Verified,2026-04-30,434.11
FLR-ACC-100993,Urban Retail Inc,Business,NG,NGN,Tier2_Verified,2023-11-01,145.13
FLR-ACC-100994,North Ventures LLC,Business,US,USD,Tier2_Verified,2023-08-23,146.22
FLR-ACC-100995,Metro Consulting Co.,Business,NG,NGN,Tier3_Enhanced,2025-11-17,234.89
FLR-ACC-100996,Urban Trading LLC,Business,GB,GBP,Tier2_Verified,2024-06-05,172.93
FLR-ACC-100997,Ruth Williams,Individual,NG,NGN,Tier3_Enhanced,2023-09-12,65.16
FLR-ACC-100998,Silverline Textiles LLC,Business,US,USD,Tier3_Enhanced,2025-05-12,73.94
FLR-ACC-100999,Femi Smith,Individual,NG,NGN,Tier2_Verified,2024-12-30,137.01
FLR-ACC-101000,Prime Logistics LLC,Business,NG,NGN,Tier3_Enhanced,2024-01-24,1048.2
FLR-ACC-101001,Bluewave Textiles LLC,Business,GB,GBP,Tier3_Enhanced,2023-06-14,69.78
FLR-ACC-101002,Daniel Obi,Individual,US,USD,Tier3_Enhanced,2024-04-11,23.6
FLR-ACC-101003,Olu Adeyemi,Individual,DE,EUR,Tier2_Verified,2024-11-22,57.98
FLR-ACC-101004,Emeka Yusuf,Individual,NG,NGN,Tier1_Basic,2024-11-15,85.67
FLR-ACC-101005,Chidi Williams,Individual,US,USD,Tier3_Enhanced,2024-12-25,108.89
FLR-ACC-101006,Olu Hassan,Individual,NG,NGN,Tier3_Enhanced,2024-01-28,53.78
FLR-ACC-101007,Mary Fashola,Individual,NG,NGN,Tier2_Verified,2023-03-06,59.84
FLR-ACC-101008,Musa Fashola,Individual,FR,EUR,Tier3_Enhanced,2024-08-30,25.39
FLR-ACC-101009,Bluewave Builders Co.,Business,NG,NGN,Tier2_Verified,2025-08-02,680.29
FLR-ACC-101010,North Logistics Co.,Business,NG,NGN,Tier3_Enhanced,2022-06-06,218.33
FLR-ACC-101011,Kemi Hassan,Individual,GB,GBP,Tier3_Enhanced,2025-09-07,43.54
FLR-ACC-101012,Musa Adekunle,Individual,US,USD,Tier3_Enhanced,2023-07-11,33.29
FLR-ACC-101013,Kunle Williams,Individual,US,USD,Tier2_Verified,2024-10-08,62.14
FLR-ACC-101014,Blessing Brown,Individual,US,USD,Tier2_Verified,2025-02-06,164.98
FLR-ACC-101015,Chuka Taylor,Individual,US,USD,Tier2_Verified,2026-04-29,81.29
FLR-ACC-101016,Kemi Balogun,Individual,US,USD,Tier2_Verified,2023-06-03,26.21
FLR-ACC-101017,Musa Adeyemi,Individual,US,USD,Tier3_Enhanced,2024-03-20,124.25
FLR-ACC-101018,Musa Yusuf,Individual,NG,NGN,Tier2_Verified,2025-01-09,115.44
FLR-ACC-101019,Ruth Nwosu,Individual,NG,NGN,Tier1_Basic,2025-08-27,22.54
FLR-ACC-101020,Global Foods Ltd,Business,GB,GBP,Tier2_Verified,2026-07-03,267.51
FLR-ACC-101021,Blessing Okafor,Individual,DE,EUR,Tier3_Enhanced,2024-09-12,110.38
FLR-ACC-101022,Ruth Bello,Individual,GB,GBP,Tier2_Verified,2025-11-04,36.37
FLR-ACC-101023,Ifeoma Adeyemi,Individual,NG,NGN,Tier2_Verified,2025-09-08,43.83
FLR-ACC-101024,Urban Trading Ltd,Business,NG,NGN,Tier1_Basic,2026-04-26,1216.99
FLR-ACC-101025,Kunle Johnson,Individual,NG,NGN,Tier1_Basic,2026-07-23,103.26
FLR-ACC-101026,Metro Ventures Co.,Business,NG,NGN,Tier2_Verified,2026-01-29,1395.63
FLR-ACC-101027,Kemi Green,Individual,NG,NGN,Tier2_Verified,2025-07-29,30.43
FLR-ACC-101028,Global Logistics Inc,Business,US,USD,Tier3_Enhanced,2025-01-19,2155.66
FLR-ACC-101029,Blessing Bello,Individual,NG,NGN,Tier2_Verified,2025-10-29,10.89
FLR-ACC-101030,Tobi Balogun,Individual,NG,NGN,Tier2_Verified,2025-02-13,71.11
FLR-ACC-101031,North Media Inc,Business,GB,GBP,Tier3_Enhanced,2024-10-07,580.95
FLR-ACC-101032,Sunrise Foods Co.,Business,FR,EUR,Tier2_Verified,2026-06-20,233.63
FLR-ACC-101033,Kunle Okoro,Individual,NG,NGN,Tier1_Basic,2024-05-27,19.67
FLR-ACC-101034,Ruth Fashola,Individual,NG,NGN,Tier2_Verified,2026-01-28,51.52
FLR-ACC-101035,North Ventures Co.,Business,GB,GBP,Tier3_Enhanced,2026-02-03,803.8
FLR-ACC-101036,Olu Okoro,Individual,US,USD,Tier3_Enhanced,2024-09-08,30.06
FLR-ACC-101037,Sarah Obi,Individual,NG,NGN,Tier2_Verified,2022-02-10,72.07
FLR-ACC-101038,Sunrise Retail Co.,Business,NG,NGN,Tier2_Verified,2025-06-01,598.52
FLR-ACC-101039,Chidi Brown,Individual,US,USD,Tier3_Enhanced,2025-03-31,41.67
FLR-ACC-101040,Aisha Nwosu,Individual,US,USD,Tier3_Enhanced,2025-09-17,33.06
FLR-ACC-101041,Emeka Johnson,Individual,NG,NGN,Tier3_Enhanced,2023-11-11,141.82
FLR-ACC-101042,Michael Adeyemi,Individual,US,USD,Tier2_Verified,2025-03-07,28.21
FLR-ACC-101043,Grace Williams,Individual,FR,EUR,Tier1_Basic,2025-03-05,110.27
FLR-ACC-101044,Grace Taylor,Individual,NG,NGN,Tier1_Basic,2023-07-22,30.81
FLR-ACC-101045,Blessing Okoro,Individual,DE,EUR,Tier2_Verified,2026-02-10,47.86
FLR-ACC-101046,Chidi Obi,Individual,NG,NGN,Tier3_Enhanced,2025-03-13,56.65
FLR-ACC-101047,North Trading LLC,Business,NG,NGN,Tier3_Enhanced,2024-02-04,1388.37
FLR-ACC-101048,Global Consulting Inc,Business,NG,NGN,Tier3_Enhanced,2024-10-04,303.77
FLR-ACC-101049,Mary Hassan,Individual,US,USD,Tier2_Verified,2024-04-30,98.64
FLR-ACC-101050,Femi Johnson,Individual,FR,EUR,Tier2_Verified,2023-05-19,36.43
FLR-ACC-101051,Peter Okoro,Individual,DE,EUR,Tier2_Verified,2025-04-11,149.89
FLR-ACC-101052,Aisha Bello,Individual,NG,NGN,Tier2_Verified,2025-07-25,29.68
FLR-ACC-101053,Kemi Ibrahim,Individual,NG,NGN,Tier3_Enhanced,2024-07-13,120.22
FLR-ACC-101054,Bluewave Retail LLC,Business,US,USD,Tier3_Enhanced,2023-10-23,1209.11
FLR-ACC-101055,Olu Eze,Individual,NG,NGN,Tier3_Enhanced,2025-08-27,24.43
FLR-ACC-101056,Michael Green,Individual,US,USD,Tier2_Verified,2024-06-30,128.44
FLR-ACC-101057,Yetunde Yusuf,Individual,NG,NGN,Tier3_Enhanced,2025-03-28,30.8
FLR-ACC-101058,Chidi Green,Individual,NG,NGN,Tier2_Verified,2025-04-25,33.27
FLR-ACC-101059,Metro Textiles LLC,Business,NG,NGN,Tier2_Verified,2025-06-17,183.09
FLR-ACC-101060,Urban Logistics LLC,Business,NG,NGN,Tier2_Verified,2025-08-16,216.99
FLR-ACC-101061,Yetunde Johnson,Individual,US,USD,Tier2_Verified,2023-04-05,46.52
FLR-ACC-101062,Global Textiles LLC,Business,US,USD,Tier1_Basic,2026-05-06,863.58
FLR-ACC-101063,Sunrise Retail Inc,Business,NG,NGN,Tier3_Enhanced,2023-09-16,2613.18
FLR-ACC-101064,Tobi Eze,Individual,NG,NGN,Tier2_Verified,2025-09-07,62.92
FLR-ACC-101065,Femi Ibrahim,Individual,GB,GBP,Tier1_Basic,2025-05-06,22.47
FLR-ACC-101066,Greenfield Consulting Inc,Business,NG,NGN,Tier1_Basic,2026-04-18,893.06
FLR-ACC-101067,Funke Adekunle,Individual,US,USD,Tier3_Enhanced,2025-04-02,18.61
